date,ccy-1,ccy-2
24-12-2018,1.114305453,0.910829766
21-12-2018,1.1105805,0.909545682
20-12-2018,1.106831363,0.912825194
19-12-2018,1.10702741,0.910705341
18-12-2018,1.111716379,0.908182726
17-12-2018,1.112334679,0.905879156
14-12-2018,1.111790539,0.907029478
13-12-2018,1.112099644,0.906084356
12-12-2018,1.113833816,0.904813608
11-12-2018,1.106427236,0.899523253
10-12-2018,1.101770545,0.897585495
7-12-2018,1.12027245,0.897182846
6-12-2018,1.123048133,0.898391879
5-12-2018,1.123078133,0.899523253
4-12-2018,1.1212145,0.900414191
3-12-2018,1.122498232,0.901631954
30-11-2018,1.122384843,0.901550667
29-11-2018,1.122120359,0.899604174
28-11-2018,1.130671732,0.899118864
27-11-2018,1.128387985,0.896539358
26-11-2018,1.130965845,0.895255148
23-11-2018,1.128795575,0.896458987
22-11-2018,1.128349788,0.903097625
21-11-2018,1.121730157,0.903056847
20-11-2018,1.123898579,0.912825194
19-11-2018,1.247645328,0.910705341
16-11-2018,1.126722477,0.900414191
15-11-2018,1.129598879,0.905879156
14-11-2018,1.14998045,0.895255148
